country,continent,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Hungary,Europe,69.17,10348684,10535.62855,HUN,348
Iceland,Europe,78.77,259012,25144.39201,ISL,352
India,Asia,60.223,872000000,1164.406809,IND,356
Indonesia,Asia,62.681,184816000,2383.140898,IDN,360
Iran,Asia,65.742,60397973,7235.653187999998,IRN,364
Iraq,Asia,59.46100000000001,17861905,3745.640687,IRQ,368
Ireland,Europe,75.467,3557761,17558.81555,IRL,372
Israel,Asia,76.93,4936550,18051.52254,ISR,376
Italy,Europe,77.44,56840847,22013.64486,ITA,380
Jamaica,Americas,71.766,2378618,7404.923685,JAM,388
Japan,Asia,79.36,124329269,26824.89511,JPN,392
Jordan,Asia,68.015,3867409,3431.593647,JOR,400
Kenya,Africa,59.285,25020539,1341.9217210000004,KEN,404
"Korea, Dem. Rep.",Asia,69.97800000000001,20711375,3726.063507,KOR,410
"Korea, Rep.",Asia,72.244,43805450,12104.27872,KOR,410
Kuwait,Asia,75.19,1418095,34932.91959,KWT,414
Lebanon,Asia,69.292,3219994,6890.806854,LBN,422
Lesotho,Africa,59.685,1803195,977.4862725,LSO,426
Liberia,Africa,40.802,1912974,636.6229191000001,LBR,430
Libya,Africa,68.755,4364501,9640.138501,LBY,434
Madagascar,Africa,52.214,12210395,1040.67619,MDG,450
Malawi,Africa,49.42,10014249,563.2000145,MWI,454
Malaysia,Asia,70.693,18319502,7277.912802,MYS,458
Mali,Africa,48.38800000000001,8416215,739.014375,MLI,466
Mauritania,Africa,58.333,2119465,1361.369784,MRT,478
Mauritius,Africa,69.745,1096202,6058.253846000001,MUS,480
Mexico,Americas,71.455,88111030,9472.384295,MEX,484
Mongolia,Asia,61.271,2312802,1785.402016,MNG,496
Montenegro,Europe,75.435,621621,7003.339037000002,MNE,499
Morocco,Africa,65.393,25798239,2948.047252,MAR,504
Mozambique,Africa,44.284,13160731,410.8968239,MOZ,508
Myanmar,Asia,59.32,40546538,347.0,MMR,104
Namibia,Africa,61.999,1554253,3804.537999,NAM,516
Nepal,Asia,55.727,20326209,897.7403604,NPL,524
Netherlands,Europe,77.42,15174244,26790.94961,NLD,528
New Zealand,Oceania,76.33,3437674,18363.32494,NZL,554
Nicaragua,Americas,65.843,4017939,2170.151724,NIC,558
Niger,Africa,47.39100000000001,8392818,581.182725,NER,562
Nigeria,Africa,47.472,93364244,1619.848217,NGA,566
Norway,Europe,77.32,4286357,33965.66115,NOR,578
Oman,Asia,71.197,1915208,18616.70691,OMN,512
Pakistan,Asia,60.838,120065004,1971.829464,PAK,586
Panama,Americas,72.462,2484997,6618.74305,PAN,591
Paraguay,Americas,68.225,4483945,4196.411078,PRY,600
Peru,Americas,66.458,22430449,4446.380924,PER,604
Philippines,Asia,66.458,67185766,2279.324017000001,PHL,608
Poland,Europe,70.99,38370697,7738.881247,POL,616
Portugal,Europe,74.86,9927680,16207.266630000002,PRT,620
Puerto Rico,Americas,73.911,3585176,14641.58711,PRI,630
Reunion,Africa,73.615,622191,6101.255823,REU,638
Romania,Europe,69.36,22797027,6598.409903,ROU,642
Rwanda,Africa,23.599,7290203,737.0685949,RWA,646
Sao Tome and Principe,Africa,62.742,125911,1428.777814,STP,678
Saudi Arabia,Asia,68.768,16945857,24841.61777,SAU,682
Senegal,Africa,58.19600000000001,8307920,1367.899369,SEN,686
Serbia,Europe,71.65899999999998,9826397,9325.068238,SRB,688
Sierra Leone,Africa,38.333,4260884,1068.696278,SLE,694
Singapore,Asia,75.788,3235865,24769.8912,SGP,702
Slovak Republic,Europe,71.38,5302888,9498.467723,SVK,703
Slovenia,Europe,73.64,1999210,14214.71681,SVN,705
Somalia,Africa,39.658,6099799,926.9602964,SOM,706
South Africa,Africa,61.88800000000001,39964159,7225.069257999998,ZAF,710
Spain,Europe,77.57,39549438,18603.06452,ESP,724
Sri Lanka,Asia,70.37899999999998,17587060,2153.739222,LKA,144
Sudan,Africa,53.556,28227588,1492.197043,SDN,736
Swaziland,Africa,58.474,962344,3553.0224,SWZ,748
Sweden,Europe,78.16,8718867,23880.01683,SWE,752
Switzerland,Europe,78.03,6995447,31871.5303,CHE,756
Syria,Asia,69.249,13219062,3340.542768,SYR,760
Taiwan,Asia,74.26,20686918,15215.6579,TWN,158
Tanzania,Africa,50.44,26605473,825.682454,TZA,834
Thailand,Asia,67.298,56667095,4616.896545000001,THA,764
Togo,Africa,58.06100000000001,3747553,1034.298904,TGO,768
Trinidad and Tobago,Americas,69.862,1183669,7370.990932,TTO,780
Tunisia,Africa,70.001,8523077,4332.720164,TUN,788
Turkey,Europe,66.146,58179144,5678.348271,TUR,792
Uganda,Africa,48.825,18252190,644.1707968999998,UGA,800
United Kingdom,Europe,76.42,57866349,22705.09254,GBR,826
United States,Americas,76.09,256894189,32003.93224,USA,840
Uruguay,Americas,72.752,3149262,8137.004775,URY,858
Venezuela,Americas,71.15,20265563,10733.92631,VEN,862
Vietnam,Asia,67.66199999999999,69940728,989.0231487,VNM,704
West Bank and Gaza,Asia,69.718,2104779,6017.654756,PSE,275
"Yemen, Rep.",Asia,55.599,13367997,1879.496673,YEM,887
Zambia,Africa,46.1,8381163,1210.884633,ZMB,894
Zimbabwe,Africa,60.377,10704340,693.4207856,ZWE,716
