country,continent,lifeExp,pop,gdpPercap,iso_alpha,iso_num
"Hong Kong, China",Asia,81.495,6762476,30209.015160000006,HKG,344
Hungary,Europe,72.59,10083313,14843.93556,HUN,348
Iceland,Europe,80.5,288030,31163.20196,ISL,352
India,Asia,62.879,1034172547,1746.769454,IND,356
Indonesia,Asia,68.58800000000001,211060000,2873.91287,IDN,360
Iran,Asia,69.45100000000001,66907826,9240.761975,IRN,364
Iraq,Asia,57.04600000000001,24001816,4390.717312,IRQ,368
Ireland,Europe,77.783,3879155,34077.04939,IRL,372
Israel,Asia,79.696,6029529,21905.59514,ISR,376
Italy,Europe,80.24,57926999,27968.09817,ITA,380
Jamaica,Americas,72.047,2664659,6994.774861,JAM,388
Japan,Asia,82.0,127065841,28604.5919,JPN,392
Jordan,Asia,71.263,5307470,3844.917194,JOR,400
Kenya,Africa,50.992,31386842,1287.514732,KEN,404
"Korea, Dem. Rep.",Asia,66.66199999999999,22215365,1646.758151,KOR,410
"Korea, Rep.",Asia,77.045,47969150,19233.98818,KOR,410
Kuwait,Asia,76.904,2111561,35110.10566,KWT,414
Lebanon,Asia,71.028,3677780,9313.93883,LBN,422
Lesotho,Africa,44.593,2046772,1275.184575,LSO,426
Liberia,Africa,43.753,2814651,531.4823679,LBR,430
Libya,Africa,72.737,5368585,9534.677467,LBY,434
Madagascar,Africa,57.286,16473477,894.6370822,MDG,450
Malawi,Africa,45.00899999999999,11824495,665.4231186000002,MWI,454
Malaysia,Asia,73.044,22662365,10206.97794,MYS,458
Mali,Africa,51.81800000000001,10580176,951.4097518,MLI,466
Mauritania,Africa,62.247,2828858,1579.019543,MRT,478
Mauritius,Africa,71.954,1200206,9021.815894,MUS,480
Mexico,Americas,74.902,102479927,10742.44053,MEX,484
Mongolia,Asia,65.033,2674234,2140.739323,MNG,496
Montenegro,Europe,73.98100000000002,720230,6557.194282,MNE,499
Morocco,Africa,69.615,31167783,3258.495584,MAR,504
Mozambique,Africa,44.026,18473780,633.6179466,MOZ,508
Myanmar,Asia,59.908,45598081,611.0,MMR,104
Namibia,Africa,51.479,1972153,4072.324751,NAM,516
Nepal,Asia,61.34,25873917,1057.206311,NPL,524
Netherlands,Europe,78.53,16122830,33724.75778,NLD,528
New Zealand,Oceania,79.11,3908037,23189.80135,NZL,554
Nicaragua,Americas,70.836,5146848,2474.548819,NIC,558
Niger,Africa,54.496,11140655,601.0745012,NER,562
Nigeria,Africa,46.608,119901274,1615.286395,NGA,566
Norway,Europe,79.05,4535591,44683.97525,NOR,578
Oman,Asia,74.193,2713462,19774.83687,OMN,512
Pakistan,Asia,63.61,153403524,2092.712441,PAK,586
Panama,Americas,74.712,2990875,7356.0319340000015,PAN,591
Paraguay,Americas,70.755,5884491,3783.674243,PRY,600
Peru,Americas,69.906,26769436,5909.020073,PER,604
Philippines,Asia,70.303,82995088,2650.921068,PHL,608
Poland,Europe,74.67,38625976,12002.23908,POL,616
Portugal,Europe,77.29,10433867,19970.90787,PRT,620
Puerto Rico,Americas,77.778,3859606,18855.60618,PRI,630
Reunion,Africa,75.744,743981,6316.1652,REU,638
Romania,Europe,71.322,22404337,7885.360081,ROU,642
Rwanda,Africa,43.413,7852401,785.6537647999999,RWA,646
Sao Tome and Principe,Africa,64.337,170372,1353.09239,STP,678
Saudi Arabia,Asia,71.626,24501530,19014.54118,SAU,682
Senegal,Africa,61.6,10870037,1519.635262,SEN,686
Serbia,Europe,73.21300000000002,10111559,7236.075251,SRB,688
Sierra Leone,Africa,41.012,5359092,699.4897129999998,SLE,694
Singapore,Asia,78.77,4197776,36023.1054,SGP,702
Slovak Republic,Europe,73.8,5410052,13638.778369999998,SVK,703
Slovenia,Europe,76.66,2011497,20660.01936,SVN,705
Somalia,Africa,45.93600000000001,7753310,882.0818218000002,SOM,706
South Africa,Africa,53.365,44433622,7710.946444,ZAF,710
Spain,Europe,79.78,40152517,24835.47166,ESP,724
Sri Lanka,Asia,70.815,19576783,3015.378833,LKA,144
Sudan,Africa,56.369,37090298,1993.398314,SDN,736
Swaziland,Africa,43.869,1130269,4128.116943,SWZ,748
Sweden,Europe,80.04,8954175,29341.630930000007,SWE,752
Switzerland,Europe,80.62,7361757,34480.95771,CHE,756
Syria,Asia,73.053,17155814,4090.925331,SYR,760
Taiwan,Asia,76.99,22454239,23235.42329,TWN,158
Tanzania,Africa,49.651,34593779,899.0742111,TZA,834
Thailand,Asia,68.564,62806748,5913.187529,THA,764
Togo,Africa,57.56100000000001,4977378,886.2205765000001,TGO,768
Trinidad and Tobago,Americas,68.976,1101832,11460.60023,TTO,780
Tunisia,Africa,73.042,9770575,5722.895654999998,TUN,788
Turkey,Europe,70.845,67308928,6508.085718,TUR,792
Uganda,Africa,47.813,24739869,927.7210018,UGA,800
United Kingdom,Europe,78.471,59912431,29478.99919,GBR,826
United States,Americas,77.31,287675526,39097.09955,USA,840
Uruguay,Americas,75.307,3363085,7727.002004000001,URY,858
Venezuela,Americas,72.766,24287670,8605.047831,VEN,862
Vietnam,Asia,73.017,80908147,1764.456677,VNM,704
West Bank and Gaza,Asia,72.37,3389578,4515.487575,PSE,275
"Yemen, Rep.",Asia,60.308,18701257,2234.820827,YEM,887
Zambia,Africa,39.19300000000001,10595811,1071.6139380000004,ZMB,894
Zimbabwe,Africa,39.989,11926563,672.0386227000001,ZWE,716
