country,continent,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Malawi,Africa,36.256,2917802,369.1650802,MWI,454
Malaysia,Asia,48.463,6748378,1831.132894,MYS,458
Mali,Africa,33.685,3838168,452.3369807,MLI,466
Mauritania,Africa,40.543,1022556,743.1159097,MRT,478
Mauritius,Africa,50.986,516556,1967.955707,MUS,480
Mexico,Americas,50.789,30144317,3478.125529,MEX,484
Mongolia,Asia,42.244,800663,786.5668575,MNG,496
Montenegro,Europe,59.164,413834,2647.585601,MNE,499
Morocco,Africa,42.87300000000001,9939217,1688.20357,MAR,504
Mozambique,Africa,31.286,6446316,468.5260381,MOZ,508
Myanmar,Asia,36.319,20092996,331.0,MMR,104
Namibia,Africa,41.725,485831,2423.780443,NAM,516
Nepal,Asia,36.157,9182536,545.8657228999998,NPL,524
Netherlands,Europe,72.13,10381988,8941.571858,NLD,528
New Zealand,Oceania,69.39,1994794,10556.57566,NZL,554
Nicaragua,Americas,42.31399999999999,1165790,3112.363948,NIC,558
Niger,Africa,37.444,3379468,761.879376,NER,562
Nigeria,Africa,36.324,33119096,1077.281856,NGA,566
Norway,Europe,72.67,3327728,10095.42172,NOR,578
Oman,Asia,37.578,507833,1828.230307,OMN,512
Pakistan,Asia,43.43600000000001,41346560,684.5971437999998,PAK,586
Panama,Americas,55.191,940080,2480.380334,PAN,591
Paraguay,Americas,62.649,1555876,1952.308701,PRY,600
Peru,Americas,43.902,8025700,3758.523437,PER,604
Philippines,Asia,47.752,22438691,1272.880995,PHL,608
Poland,Europe,61.31,25730551,4029.329699,POL,616
Portugal,Europe,59.82,8526050,3068.319867,PRT,620
Puerto Rico,Americas,64.28,2227000,3081.959785,PRI,630
Reunion,Africa,52.724,257700,2718.885295,REU,638
Romania,Europe,61.05,16630000,3144.613186,ROU,642
Rwanda,Africa,40.0,2534927,493.3238752,RWA,646
Sao Tome and Principe,Africa,46.471,60011,879.5835855,STP,678
Saudi Arabia,Asia,39.875,4005677,6459.554823,SAU,682
Senegal,Africa,37.278,2755589,1450.356983,SEN,686
Serbia,Europe,57.996,6860147,3581.459448,SRB,688
Sierra Leone,Africa,30.331,2143249,879.7877358,SLE,694
Singapore,Asia,60.396,1127000,2315.138227,SGP,702
Slovak Republic,Europe,64.36,3558137,5074.659104,SVK,703
Slovenia,Europe,65.57,1489518,4215.041741,SVN,705
Somalia,Africa,32.978,2526994,1135.749842,SOM,706
South Africa,Africa,45.00899999999999,14264935,4725.295531000002,ZAF,710
Spain,Europe,64.94,28549870,3834.034742,ESP,724
Sri Lanka,Asia,57.593,7982342,1083.53203,LKA,144
Sudan,Africa,38.635,8504667,1615.991129,SDN,736
Swaziland,Africa,41.407,290243,1148.376626,SWZ,748
Sweden,Europe,71.86,7124673,8527.844662000001,SWE,752
Switzerland,Europe,69.62,4815000,14734.23275,CHE,756
Syria,Asia,45.883,3661549,1643.485354,SYR,760
Taiwan,Asia,58.5,8550362,1206.947913,TWN,158
Tanzania,Africa,41.215,8322925,716.6500721,TZA,834
Thailand,Asia,50.848,21289402,757.7974177,THA,764
Togo,Africa,38.596,1219113,859.8086567,TGO,768
Trinidad and Tobago,Americas,59.1,662850,3023.271928,TTO,780
Tunisia,Africa,44.6,3647735,1468.475631,TUN,788
Turkey,Europe,43.585,22235677,1969.10098,TUR,792
Uganda,Africa,39.978,5824797,734.753484,UGA,800
United Kingdom,Europe,69.18,50430000,9979.508487,GBR,826
United States,Americas,68.44,157553000,13990.482080000002,USA,840
Uruguay,Americas,66.071,2252965,5716.766744,URY,858
Venezuela,Americas,55.088,5439568,7689.799761,VEN,862
Vietnam,Asia,40.412,26246839,605.0664917,VNM,704
West Bank and Gaza,Asia,43.16,1030585,1515.5923289999996,PSE,275
"Yemen, Rep.",Asia,32.548,4963829,781.7175761,YEM,887
Zambia,Africa,42.038,2672000,1147.388831,ZMB,894
Zimbabwe,Africa,48.451,3080907,406.8841148,ZWE,716
