country,continent,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Malawi,Africa,47.495,10419991,692.2758102999999,MWI,454
Malaysia,Asia,71.938,20476091,10132.90964,MYS,458
Mali,Africa,49.903,9384984,790.2579846,MLI,466
Mauritania,Africa,60.43,2444741,1483.136136,MRT,478
Mauritius,Africa,70.736,1149818,7425.705295000002,MUS,480
Mexico,Americas,73.67,95895146,9767.29753,MEX,484
Mongolia,Asia,63.625,2494803,1902.2521,MNG,496
Montenegro,Europe,75.445,692651,6465.613349,MNE,499
Morocco,Africa,67.66,28529501,2982.101858,MAR,504
Mozambique,Africa,46.344,16603334,472.34607710000006,MOZ,508
Myanmar,Asia,60.328,43247867,415.0,MMR,104
Namibia,Africa,58.909,1774766,3899.52426,NAM,516
Nepal,Asia,59.426,23001113,1010.892138,NPL,524
Netherlands,Europe,78.03,15604464,30246.13063,NLD,528
New Zealand,Oceania,77.55,3676187,21050.41377,NZL,554
Nicaragua,Americas,68.426,4609572,2253.023004,NIC,558
Niger,Africa,51.313,9666252,580.3052092,NER,562
Nigeria,Africa,47.464,106207839,1624.941275,NGA,566
Norway,Europe,78.32,4405672,41283.16433,NOR,578
Oman,Asia,72.499,2283635,19702.05581,OMN,512
Pakistan,Asia,61.81800000000001,135564834,2049.3505210000008,PAK,586
Panama,Americas,73.738,2734531,7113.692252,PAN,591
Paraguay,Americas,69.4,5154123,4247.400261,PRY,600
Peru,Americas,68.38600000000001,24748122,5838.347657,PER,604
Philippines,Asia,68.564,75012988,2536.534925,PHL,608
Poland,Europe,72.75,38654957,10159.58368,POL,616
Portugal,Europe,75.97,10156415,17641.03156,PRT,620
Puerto Rico,Americas,74.917,3759430,16999.4333,PRI,630
Reunion,Africa,74.77199999999998,684810,6071.941411,REU,638
Romania,Europe,69.72,22562458,7346.547556999999,ROU,642
Rwanda,Africa,36.087,7212583,589.9445051,RWA,646
Sao Tome and Principe,Africa,63.306,145608,1339.076036,STP,678
Saudi Arabia,Asia,70.533,21229759,20586.69019,SAU,682
Senegal,Africa,60.187,9535314,1392.368347,SEN,686
Serbia,Europe,72.232,10336594,7914.320304000002,SRB,688
Sierra Leone,Africa,39.897,4578212,574.6481576,SLE,694
Singapore,Asia,77.158,3802309,33519.4766,SGP,702
Slovak Republic,Europe,72.71,5383010,12126.23065,SVK,703
Slovenia,Europe,75.13,2011612,17161.10735,SVN,705
Somalia,Africa,43.795,6633514,930.5964284,SOM,706
South Africa,Africa,60.236,42835005,7479.188244,ZAF,710
Spain,Europe,78.77,39855442,20445.29896,ESP,724
Sri Lanka,Asia,70.457,18698655,2664.477257,LKA,144
Sudan,Africa,55.37300000000001,32160729,1632.2107640000004,SDN,736
Swaziland,Africa,54.289,1054486,3876.76846,SWZ,748
Sweden,Europe,79.39,8897619,25266.59499,SWE,752
Switzerland,Europe,79.37,7193761,32135.323010000004,CHE,756
Syria,Asia,71.527,15081016,4014.238972,SYR,760
Taiwan,Asia,75.25,21628605,20206.82098,TWN,158
Tanzania,Africa,48.466,30686889,789.1862231,TZA,834
Thailand,Asia,67.521,60216677,5852.625497,THA,764
Togo,Africa,58.39,4320890,982.2869243,TGO,768
Trinidad and Tobago,Americas,69.465,1138101,8792.573126000001,TTO,780
Tunisia,Africa,71.973,9231669,4876.798614,TUN,788
Turkey,Europe,68.835,63047647,6601.429915,TUR,792
Uganda,Africa,44.578,21210254,816.559081,UGA,800
United Kingdom,Europe,77.218,58808266,26074.53136,GBR,826
United States,Americas,76.81,272911760,35767.43303,USA,840
Uruguay,Americas,74.223,3262838,9230.240708,URY,858
Venezuela,Americas,72.146,22374398,10165.49518,VEN,862
Vietnam,Asia,70.672,76048996,1385.896769,VNM,704
West Bank and Gaza,Asia,71.096,2826046,7110.667619,PSE,275
"Yemen, Rep.",Asia,58.02,15826497,2117.484526,YEM,887
Zambia,Africa,40.238,9417789,1071.353818,ZMB,894
Zimbabwe,Africa,46.809,11404948,792.4499602999998,ZWE,716
