country,continent,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Guinea-Bissau,Africa,41.245,927524,736.4153921,GNB,624
Haiti,Americas,53.636,5756203,1823.015995,HTI,332
Honduras,Americas,64.492,4372203,3023.096699,HND,340
"Hong Kong, China",Asia,76.2,5584510,20038.47269,HKG,344
Hungary,Europe,69.58,10612740,12986.47998,HUN,348
Iceland,Europe,77.23,244676,26923.20628,ISL,352
India,Asia,58.553,788000000,976.5126756,IND,356
Indonesia,Asia,60.137,169276000,1748.356961,IDN,360
Iran,Asia,63.04,51889696,6642.881371,IRN,364
Iraq,Asia,65.044,16543189,11643.57268,IRQ,368
Ireland,Europe,74.36,3539900,13872.86652,IRL,372
Israel,Asia,75.6,4203148,17122.47986,ISR,376
Italy,Europe,76.42,56729703,19207.23482,ITA,380
Jamaica,Americas,71.77,2326606,6351.237495,JAM,388
Japan,Asia,78.67,122091325,22375.94189,JPN,392
Jordan,Asia,65.869,2820042,4448.679912,JOR,400
Kenya,Africa,59.339,21198082,1361.936856,KEN,404
"Korea, Dem. Rep.",Asia,70.64699999999998,19067554,4106.492315,KOR,410
"Korea, Rep.",Asia,69.81,41622000,8533.088805,KOR,410
Kuwait,Asia,74.17399999999998,1891487,28118.42998,KWT,414
Lebanon,Asia,67.926,3089353,5377.091329,LBN,422
Lesotho,Africa,57.18,1599200,773.9932140999998,LSO,426
Liberia,Africa,46.027,2269414,506.1138573,LBR,430
Libya,Africa,66.234,3799845,11770.5898,LBY,434
Madagascar,Africa,49.35,10568642,1155.441948,MDG,450
Malawi,Africa,47.457,7824747,635.5173633999998,MWI,454
Malaysia,Asia,69.5,16331785,5249.802653,MYS,458
Mali,Africa,46.364,7634008,684.1715576,MLI,466
Mauritania,Africa,56.145,1841240,1421.603576,MRT,478
Mauritius,Africa,68.74,1042663,4783.586903,MUS,480
Mexico,Americas,69.498,80122492,8688.156003,MEX,484
Mongolia,Asia,60.222,2015133,2338.008304,MNG,496
Montenegro,Europe,74.865,569473,11732.51017,MNE,499
Morocco,Africa,62.677,22987397,2755.046991,MAR,504
Mozambique,Africa,42.861,12891952,389.8761846,MOZ,508
Myanmar,Asia,58.339,38028578,385.0,MMR,104
Namibia,Africa,60.835,1278184,3693.731337,NAM,516
Nepal,Asia,52.537,17917180,775.6324501,NPL,524
Netherlands,Europe,76.83,14665278,23651.32361,NLD,528
New Zealand,Oceania,74.32,3317166,19007.19129,NZL,554
Nicaragua,Americas,62.008,3344353,2955.984375,NIC,558
Niger,Africa,44.555,7332638,668.3000228,NER,562
Nigeria,Africa,46.886,81551520,1385.029563,NGA,566
Norway,Europe,75.89,4186147,31540.9748,NOR,578
Oman,Asia,67.734,1593882,18115.22313,OMN,512
Pakistan,Asia,58.245,105186881,1704.686583,PAK,586
Panama,Americas,71.523,2253639,7034.779161,PAN,591
Paraguay,Americas,67.378,3886512,3998.875695,PRY,600
Peru,Americas,64.134,20195924,6360.943444,PER,604
Philippines,Asia,64.15100000000001,60017788,2189.634995,PHL,608
Poland,Europe,70.98,37740710,9082.351172,POL,616
Portugal,Europe,74.06,9915289,13039.30876,PRT,620
Puerto Rico,Americas,74.63,3444468,12281.34191,PRI,630
Reunion,Africa,71.913,562035,5303.377488,REU,638
Romania,Europe,69.53,22686371,9696.273295,ROU,642
Rwanda,Africa,44.02,6349365,847.991217,RWA,646
Sao Tome and Principe,Africa,61.728,110812,1516.525457,STP,678
Saudi Arabia,Asia,66.295,14619745,21198.26136,SAU,682
Senegal,Africa,55.769,7171347,1441.72072,SEN,686
Serbia,Europe,71.218,9230783,15870.87851,SRB,688
Sierra Leone,Africa,40.006,3868905,1294.4477880000004,SLE,694
Singapore,Asia,73.56,2794552,18861.53081,SGP,702
Slovak Republic,Europe,71.08,5199318,12037.26758,SVK,703
Slovenia,Europe,72.25,1945870,18678.53492,SVN,705
Somalia,Africa,44.50100000000001,6921858,1093.244963,SOM,706
South Africa,Africa,60.834,35933379,7825.823398,ZAF,710
Spain,Europe,76.9,38880702,15764.98313,ESP,724
Sri Lanka,Asia,69.01100000000001,16495304,1876.766827,LKA,144
Sudan,Africa,51.744,24725960,1507.819159,SDN,736
Swaziland,Africa,57.678,779348,3984.839812,SWZ,748
Sweden,Europe,77.19,8421403,23586.92927,SWE,752
Switzerland,Europe,77.41,6649942,30281.70459,CHE,756
Syria,Asia,66.97399999999999,11242847,3116.774285,SYR,760
Taiwan,Asia,73.4,19757799,11054.56175,TWN,158
Tanzania,Africa,51.535,23040630,831.8220794,TZA,834
Thailand,Asia,66.084,52910342,2982.653773,THA,764
Togo,Africa,56.941,3154264,1202.201361,TGO,768
Trinidad and Tobago,Americas,69.582,1191336,7388.597823,TTO,780
Tunisia,Africa,66.89399999999999,7724976,3810.419296,TUN,788
Turkey,Europe,63.108,52881328,5089.043686,TUR,792
Uganda,Africa,51.50899999999999,15283050,617.7244065,UGA,800
United Kingdom,Europe,75.007,56981620,21664.78767,GBR,826
United States,Americas,75.02,242803533,29884.350410000006,USA,840
Uruguay,Americas,71.918,3045153,7452.398969,URY,858
Venezuela,Americas,70.19,17910182,9883.584648,VEN,862
Vietnam,Asia,62.82,62826491,820.7994449,VNM,704
West Bank and Gaza,Asia,67.046,1691210,5107.197384,PSE,275
"Yemen, Rep.",Asia,52.922,11219340,1971.741538,YEM,887
Zambia,Africa,50.82100000000001,7272406,1213.315116,ZMB,894
Zimbabwe,Africa,62.351000000000006,9216418,706.1573059,ZWE,716
