country,continent,lifeExp,pop,gdpPercap,iso_alpha,iso_num
El Salvador,Americas,56.69600000000001,4282586,5138.922374,SLV,222
Equatorial Guinea,Africa,42.024,192675,958.5668124,GNQ,226
Eritrea,Africa,44.535,2512642,505.7538077,ERI,232
Ethiopia,Africa,44.51,34617799,556.8083834,ETH,231
Finland,Europe,72.52,4738902,15605.42283,FIN,246
France,Europe,73.83,53165019,18292.63514,FRA,250
Gabon,Africa,52.79,706367,21745.57328,GAB,266
Gambia,Africa,41.842,608274,884.7552507000001,GMB,270
Germany,Europe,72.5,78160773,20512.92123,DEU,276
Ghana,Africa,51.756,10538093,993.2239571,GHA,288
Greece,Europe,73.68,9308479,14195.52428,GRC,300
Guatemala,Americas,56.029,5703430,4879.992748,GTM,320
Guinea,Africa,40.762,4227026,874.6858642999998,GIN,324
Guinea-Bissau,Africa,37.465,745228,764.7259627999998,GNB,624
Haiti,Americas,49.923,4908554,1874.298931,HTI,332
Honduras,Americas,57.402,3055235,3203.208066,HND,340
"Hong Kong, China",Asia,73.6,4583700,11186.14125,HKG,344
Hungary,Europe,69.95,10637171,11674.83737,HUN,348
Iceland,Europe,76.11,221823,19654.96247,ISL,352
India,Asia,54.208,634000000,813.3373230000002,IND,356
Indonesia,Asia,52.702,136725000,1382.702056,IDN,360
Iran,Asia,57.702,35480679,11888.59508,IRN,364
Iraq,Asia,60.413,11882916,14688.23507,IRQ,368
Ireland,Europe,72.03,3271900,11150.98113,IRL,372
Israel,Asia,73.06,3495918,13306.61921,ISR,376
Italy,Europe,73.48,56059245,14255.98475,ITA,380
Jamaica,Americas,70.11,2156814,6650.195573,JAM,388
Japan,Asia,75.38,113872473,16610.37701,JPN,392
Jordan,Asia,61.13399999999999,1937652,2852.351568,JOR,400
Kenya,Africa,56.155,14500404,1267.613204,KEN,404
"Korea, Dem. Rep.",Asia,67.15899999999999,16325320,4106.301249,KOR,410
"Korea, Rep.",Asia,64.766,36436000,4657.22102,KOR,410
Kuwait,Asia,69.343,1140357,59265.47714,KWT,414
Lebanon,Asia,66.09899999999999,3115787,8659.696836,LBN,422
Lesotho,Africa,52.208,1251524,745.3695408,LSO,426
Liberia,Africa,43.764,1703617,640.3224382999998,LBR,430
Libya,Africa,57.442,2721783,21951.21176,LBY,434
Madagascar,Africa,46.881,8007166,1544.228586,MDG,450
Malawi,Africa,43.767,5637246,663.2236766,MWI,454
Malaysia,Asia,65.256,12845381,3827.921571,MYS,458
Mali,Africa,41.714,6491649,686.3952693,MLI,466
Mauritania,Africa,50.852,1456688,1497.492223,MRT,478
Mauritius,Africa,64.93,913025,3710.982963,MUS,480
Mexico,Americas,65.032,63759976,7674.929108,MEX,484
Mongolia,Asia,55.49100000000001,1528000,1647.511665,MNG,496
Montenegro,Europe,73.066,560073,9595.929905,MNE,499
Morocco,Africa,55.73,18396941,2370.619976,MAR,504
Mozambique,Africa,42.495,11127868,502.3197334,MOZ,508
Myanmar,Asia,56.059,31528087,371.0,MMR,104
Namibia,Africa,56.437,977026,3876.485958,NAM,516
Nepal,Asia,46.74800000000001,13933198,694.1124398,NPL,524
Netherlands,Europe,75.24,13852989,21209.0592,NLD,528
New Zealand,Oceania,72.22,3164900,16233.7177,NZL,554
Nicaragua,Americas,57.47,2554598,5486.371089,NIC,558
Niger,Africa,41.291,5682086,808.8970727999998,NER,562
Nigeria,Africa,44.514,62209173,1981.951806,NGA,566
Norway,Europe,75.37,4043205,23311.34939,NOR,578
Oman,Asia,57.367,1004533,11848.34392,OMN,512
Pakistan,Asia,54.043,78152686,1175.921193,PAK,586
Panama,Americas,68.681,1839782,5351.912144,PAN,591
Paraguay,Americas,66.35300000000001,2984494,3248.373311,PRY,600
Peru,Americas,58.447,15990099,6281.290854999998,PER,604
Philippines,Asia,60.06,46850962,2373.204287,PHL,608
Poland,Europe,70.67,34621254,9508.141454,POL,616
Portugal,Europe,70.41,9662600,10172.48572,PRT,620
Puerto Rico,Americas,73.44,3080828,9770.524921,PRI,630
Reunion,Africa,67.064,492095,4319.804067,REU,638
Romania,Europe,69.46,21658597,9356.39724,ROU,642
Rwanda,Africa,45.0,4657072,670.0806011,RWA,646
Sao Tome and Principe,Africa,58.55,86796,1737.561657,STP,678
Saudi Arabia,Asia,58.69,8128505,34167.7626,SAU,682
Senegal,Africa,48.879,5260855,1561.769116,SEN,686
Serbia,Europe,70.3,8686367,12980.66956,SRB,688
Sierra Leone,Africa,36.788,3140897,1348.285159,SLE,694
Singapore,Asia,70.795,2325300,11210.08948,SGP,702
Slovak Republic,Europe,70.45,4827803,10922.66404,SVK,703
Slovenia,Europe,70.97,1746919,15277.030169999998,SVN,705
Somalia,Africa,41.974,4353666,1450.992513,SOM,706
South Africa,Africa,55.527,27129932,8028.651439,ZAF,710
Spain,Europe,74.39,36439000,13236.92117,ESP,724
Sri Lanka,Asia,65.949,14116836,1348.775651,LKA,144
Sudan,Africa,47.8,17104986,2202.988423,SDN,736
Swaziland,Africa,52.537,551425,3781.410618,SWZ,748
Sweden,Europe,75.44,8251648,18855.72521,SWE,752
Switzerland,Europe,75.39,6316424,26982.29052,CHE,756
Syria,Asia,61.195,7932503,3195.484582,SYR,760
Taiwan,Asia,70.59,16785196,5596.519826,TWN,158
Tanzania,Africa,49.919,17129565,962.4922932,TZA,834
Thailand,Asia,62.494,44148285,1961.2246350000007,THA,764
Togo,Africa,52.887,2308582,1532.776998,TGO,768
Trinidad and Tobago,Americas,68.3,1039009,7899.554209000001,TTO,780
Tunisia,Africa,59.837,6005061,3120.876811,TUN,788
Turkey,Europe,59.507,42404033,4269.122326,TUR,792
Uganda,Africa,50.35,11457758,843.7331372000001,UGA,800
United Kingdom,Europe,72.76,56179000,17428.74846,GBR,826
United States,Americas,73.38,220239000,24072.63213,USA,840
Uruguay,Americas,69.48100000000001,2873520,6504.339663000002,URY,858
Venezuela,Americas,67.456,13503563,13143.95095,VEN,862
Vietnam,Asia,55.764,50533506,713.5371196000001,VNM,704
West Bank and Gaza,Asia,60.765,1261091,3682.831494,PSE,275
"Yemen, Rep.",Asia,44.175,8403990,1829.765177,YEM,887
Zambia,Africa,51.386,5216550,1588.688299,ZMB,894
Zimbabwe,Africa,57.674,6642107,685.5876821,ZWE,716
