country,continent,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Nicaragua,Americas,55.151,2182908,4688.593267,NIC,558
Niger,Africa,40.546,5060262,954.2092363,NER,562
Nigeria,Africa,42.82100000000001,53740085,1698.388838,NGA,566
Norway,Europe,74.34,3933004,18965.05551,NOR,578
Oman,Asia,52.143,829050,10618.03855,OMN,512
Pakistan,Asia,51.929,69325921,1049.938981,PAK,586
Panama,Americas,66.21600000000001,1616384,5364.249663000001,PAN,591
Paraguay,Americas,65.815,2614104,2523.337977,PRY,600
Peru,Americas,55.448,13954700,5937.827283,PER,604
Philippines,Asia,58.065,40850141,1989.37407,PHL,608
Poland,Europe,70.85,33039545,8006.506993000001,POL,616
Portugal,Europe,69.26,8970450,9022.247417,PRT,620
Puerto Rico,Americas,72.16,2847132,9123.041742,PRI,630
Reunion,Africa,64.274,461633,5047.658563,REU,638
Romania,Europe,69.21,20662648,8011.4144019999985,ROU,642
Rwanda,Africa,44.6,3992121,590.5806637999998,RWA,646
Sao Tome and Principe,Africa,56.48,76595,1532.985254,STP,678
Saudi Arabia,Asia,53.886,6472756,24837.42865,SAU,682
Senegal,Africa,45.815,4588696,1597.712056,SEN,686
Serbia,Europe,68.7,8313288,10522.06749,SRB,688
Sierra Leone,Africa,35.4,2879013,1353.759762,SLE,694
Singapore,Asia,69.521,2152400,8597.756202,SGP,702
Slovak Republic,Europe,70.35,4593433,9674.167626,SVK,703
Slovenia,Europe,69.82,1694510,12383.4862,SVN,705
Somalia,Africa,40.973,3840161,1254.576127,SOM,706
South Africa,Africa,53.69600000000001,23935810,7765.962636,ZAF,710
Spain,Europe,73.06,34513161,10638.75131,ESP,724
Sri Lanka,Asia,65.042,13016733,1213.39553,LKA,144
Sudan,Africa,45.083,14597019,1659.652775,SDN,736
Swaziland,Africa,49.552,480105,3364.836625,SWZ,748
Sweden,Europe,74.72,8122293,17832.02464,SWE,752
Switzerland,Europe,73.78,6401400,27195.11304,CHE,756
Syria,Asia,57.29600000000001,6701172,2571.423014,SYR,760
Taiwan,Asia,69.39,15226039,4062.523897,TWN,158
Tanzania,Africa,47.62,14706593,915.9850592,TZA,834
Thailand,Asia,60.405,39276153,1524.358936,THA,764
Togo,Africa,49.75899999999999,2056351,1649.660188,TGO,768
Trinidad and Tobago,Americas,65.9,975199,6619.551418999999,TTO,780
Tunisia,Africa,55.602,5303507,2753.2859940000008,TUN,788
Turkey,Europe,57.005,37492953,3450.69638,TUR,792
Uganda,Africa,51.01600000000001,10190285,950.735869,UGA,800
United Kingdom,Europe,72.01,56079000,15895.11641,GBR,826
United States,Americas,71.34,209896000,21806.03594,USA,840
Uruguay,Americas,68.673,2829526,5703.408898,URY,858
Venezuela,Americas,65.712,11515649,10505.25966,VEN,862
Vietnam,Asia,50.254,44655014,699.5016441,VNM,704
West Bank and Gaza,Asia,56.532,1089572,3133.409277,PSE,275
"Yemen, Rep.",Asia,39.848,7407075,1265.047031,YEM,887
Zambia,Africa,50.107,4506497,1773.498265,ZMB,894
Zimbabwe,Africa,55.635,5861135,799.3621757999998,ZWE,716
