country,year,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Burkina Faso,1957,34.906,4713416,617.1834647999998,BFA,854
Burkina Faso,1962,37.814,4919632,722.5120206,BFA,854
Burkina Faso,1967,40.697,5127935,794.8265597,BFA,854
Burkina Faso,1972,43.591,5433886,854.7359763000002,BFA,854
Burkina Faso,1977,46.137,5889574,743.3870368,BFA,854
Burkina Faso,1982,48.122,6634596,807.1985855,BFA,854
Burkina Faso,1987,49.557,7586551,912.0631417,BFA,854
Burkina Faso,1992,50.26,8878303,931.7527731,BFA,854
Burkina Faso,1997,50.324,10352843,946.2949618,BFA,854
Burkina Faso,2002,50.65,12251209,1037.645221,BFA,854
Burkina Faso,2007,52.295,14326203,1217.032994,BFA,854
Burundi,1952,39.031,2445618,339.2964587,BDI,108
Burundi,1957,40.533,2667518,379.5646281000001,BDI,108
Burundi,1962,42.045,2961915,355.2032273,BDI,108
Burundi,1967,43.548,3330989,412.97751360000007,BDI,108
Burundi,1972,44.057,3529983,464.0995039,BDI,108
Burundi,1977,45.91,3834415,556.1032651,BDI,108
Burundi,1982,47.471,4580410,559.6032309999998,BDI,108
Burundi,1987,48.21100000000001,5126023,621.8188188999999,BDI,108
Burundi,1992,44.736,5809236,631.6998778,BDI,108
Burundi,1997,45.326,6121610,463.1151478,BDI,108
Burundi,2002,47.36,7021078,446.4035126,BDI,108
Burundi,2007,49.58,8390505,430.0706916,BDI,108
Cameroon,1952,38.523,5009067,1172.667655,CMR,120
Cameroon,1957,40.428,5359923,1313.048099,CMR,120
Cameroon,1962,42.643,5793633,1399.607441,CMR,120
Cameroon,1967,44.799,6335506,1508.453148,CMR,120
Cameroon,1972,47.049,7021028,1684.1465280000002,CMR,120
Cameroon,1977,49.355,7959865,1783.432873,CMR,120
Cameroon,1982,52.96100000000001,9250831,2367.983282,CMR,120
Cameroon,1987,54.985,10780667,2602.664206,CMR,120
Cameroon,1992,54.31399999999999,12467171,1793.1632780000002,CMR,120
Cameroon,1997,52.199,14195809,1694.337469,CMR,120
Cameroon,2002,49.856,15929988,1934.011449,CMR,120
Cameroon,2007,50.43,17696293,2042.09524,CMR,120
Central African Republic,1952,35.463,1291695,1071.310713,CAF,140
Central African Republic,1957,37.464,1392284,1190.844328,CAF,140
Central African Republic,1962,39.475,1523478,1193.068753,CAF,140
Central African Republic,1967,41.478,1733638,1136.056615,CAF,140
Central African Republic,1972,43.457,1927260,1070.013275,CAF,140
Central African Republic,1977,46.775,2167533,1109.374338,CAF,140
Central African Republic,1982,48.295,2476971,956.7529907,CAF,140
Central African Republic,1987,50.485,2840009,844.8763504000002,CAF,140
Central African Republic,1992,49.396,3265124,747.9055252,CAF,140
Central African Republic,1997,46.066,3696513,740.5063317,CAF,140
Central African Republic,2002,43.308,4048013,738.6906068,CAF,140
Central African Republic,2007,44.74100000000001,4369038,706.016537,CAF,140
Chad,1952,38.092,2682462,1178.665927,TCD,148
Chad,1957,39.881,2894855,1308.495577,TCD,148
Chad,1962,41.716,3150417,1389.817618,TCD,148
Chad,1967,43.601000000000006,3495967,1196.810565,TCD,148
Chad,1972,45.569,3899068,1104.103987,TCD,148
Chad,1977,47.383,4388260,1133.98495,TCD,148
Chad,1982,49.517,4875118,797.9081006,TCD,148
Chad,1987,51.051,5498955,952.386129,TCD,148
Chad,1992,51.724,6429417,1058.0643,TCD,148
Chad,1997,51.573,7562011,1004.961353,TCD,148
Chad,2002,50.525,8835739,1156.18186,TCD,148
Chad,2007,50.651,10238807,1704.063724,TCD,148
Comoros,1952,40.715,153936,1102.990936,COM,174
Comoros,1957,42.46,170928,1211.148548,COM,174
Comoros,1962,44.467,191689,1406.648278,COM,174
Comoros,1967,46.472,217378,1876.029643,COM,174
Comoros,1972,48.944,250027,1937.577675,COM,174
Comoros,1977,50.93899999999999,304739,1172.603047,COM,174
Comoros,1982,52.933,348643,1267.100083,COM,174
Comoros,1987,54.926,395114,1315.980812,COM,174
Comoros,1992,57.93899999999999,454429,1246.90737,COM,174
Comoros,1997,60.66,527982,1173.618235,COM,174
Comoros,2002,62.974,614382,1075.811558,COM,174
Comoros,2007,65.152,710960,986.1478792,COM,174
"Congo, Dem. Rep.",1952,39.143,14100005,780.5423257,COD,180
"Congo, Dem. Rep.",1957,40.652,15577932,905.8602303,COD,180
"Congo, Dem. Rep.",1962,42.122,17486434,896.3146335000001,COD,180
"Congo, Dem. Rep.",1967,44.056,19941073,861.5932424,COD,180
"Congo, Dem. Rep.",1972,45.989,23007669,904.8960685,COD,180
"Congo, Dem. Rep.",1977,47.804,26480870,795.757282,COD,180
"Congo, Dem. Rep.",1982,47.784,30646495,673.7478181,COD,180
"Congo, Dem. Rep.",1987,47.412,35481645,672.774812,COD,180
"Congo, Dem. Rep.",1992,45.548,41672143,457.7191807,COD,180
"Congo, Dem. Rep.",1997,42.587,47798986,312.188423,COD,180
"Congo, Dem. Rep.",2002,44.966,55379852,241.1658765,COD,180
"Congo, Dem. Rep.",2007,46.462,64606759,277.5518587,COD,180
"Congo, Rep.",1952,42.111,854885,2125.621418,COG,178
"Congo, Rep.",1957,45.053,940458,2315.056572,COG,178
"Congo, Rep.",1962,48.435,1047924,2464.783157,COG,178
"Congo, Rep.",1967,52.04,1179760,2677.9396420000007,COG,178
"Congo, Rep.",1972,54.907,1340458,3213.152683,COG,178
"Congo, Rep.",1977,55.625,1536769,3259.178978,COG,178
"Congo, Rep.",1982,56.695,1774735,4879.507522,COG,178
"Congo, Rep.",1987,57.47,2064095,4201.194936999998,COG,178
"Congo, Rep.",1992,56.433,2409073,4016.239529,COG,178
"Congo, Rep.",1997,52.962,2800947,3484.164376,COG,178
"Congo, Rep.",2002,52.97,3328795,3484.06197,COG,178
"Congo, Rep.",2007,55.322,3800610,3632.557798,COG,178
Cote d'Ivoire,1952,40.477,2977019,1388.594732,CIV,384
Cote d'Ivoire,1957,42.469,3300000,1500.895925,CIV,384
Cote d'Ivoire,1962,44.93,3832408,1728.8694280000002,CIV,384
Cote d'Ivoire,1967,47.35,4744870,2052.050473,CIV,384
Cote d'Ivoire,1972,49.801,6071696,2378.201111,CIV,384
Cote d'Ivoire,1977,52.374,7459574,2517.736547,CIV,384
Cote d'Ivoire,1982,53.983,9025951,2602.710169,CIV,384
Cote d'Ivoire,1987,54.655,10761098,2156.9560690000008,CIV,384
Cote d'Ivoire,1992,52.044,12772596,1648.073791,CIV,384
Cote d'Ivoire,1997,47.99100000000001,14625967,1786.265407,CIV,384
Cote d'Ivoire,2002,46.832,16252726,1648.800823,CIV,384
Cote d'Ivoire,2007,48.328,18013409,1544.750112,CIV,384
Djibouti,1952,34.812,63149,2669.529475,DJI,262
Djibouti,1957,37.328,71851,2864.9690760000008,DJI,262
Djibouti,1962,39.69300000000001,89898,3020.989263,DJI,262
Djibouti,1967,42.074,127617,3020.050513,DJI,262
Djibouti,1972,44.36600000000001,178848,3694.2123520000014,DJI,262
Djibouti,1977,46.519,228694,3081.761022,DJI,262
Djibouti,1982,48.812,305991,2879.468067,DJI,262
Djibouti,1987,50.04,311025,2880.102568,DJI,262
Djibouti,1992,51.604,384156,2377.156192000001,DJI,262
Djibouti,1997,53.157,417908,1895.016984,DJI,262
Djibouti,2002,53.37300000000001,447416,1908.260867,DJI,262
Djibouti,2007,54.791,496374,2082.4815670000007,DJI,262
Egypt,1952,41.893,22223309,1418.822445,EGY,818
Egypt,1957,44.444,25009741,1458.915272,EGY,818
Egypt,1962,46.992,28173309,1693.335853,EGY,818
Egypt,1967,49.293,31681188,1814.880728,EGY,818
Egypt,1972,51.137,34807417,2024.008147,EGY,818
Egypt,1977,53.319,38783863,2785.493582,EGY,818
Egypt,1982,56.006,45681811,3503.729636,EGY,818
Egypt,1987,59.797,52799062,3885.46071,EGY,818
Egypt,1992,63.674,59402198,3794.755195,EGY,818
Egypt,1997,67.217,66134291,4173.181797,EGY,818
Egypt,2002,69.806,73312559,4754.604414,EGY,818
Egypt,2007,71.33800000000002,80264543,5581.180998,EGY,818
Equatorial Guinea,1952,34.482,216964,375.6431231,GNQ,226
Equatorial Guinea,1957,35.98300000000001,232922,426.0964081,GNQ,226
Equatorial Guinea,1962,37.485,249220,582.8419713999998,GNQ,226
Equatorial Guinea,1967,38.987,259864,915.5960025,GNQ,226
Equatorial Guinea,1972,40.516,277603,672.4122571,GNQ,226
Equatorial Guinea,1977,42.024,192675,958.5668124,GNQ,226
Equatorial Guinea,1982,43.662,285483,927.8253427,GNQ,226
Equatorial Guinea,1987,45.664,341244,966.8968149,GNQ,226
Equatorial Guinea,1992,47.545,387838,1132.055034,GNQ,226
Equatorial Guinea,1997,48.245,439971,2814.480755,GNQ,226
Equatorial Guinea,2002,49.348,495627,7703.4959,GNQ,226
Equatorial Guinea,2007,51.57899999999999,551201,12154.08975,GNQ,226
Eritrea,1952,35.92800000000001,1438760,328.9405571000001,ERI,232
Eritrea,1957,38.047,1542611,344.1618859,ERI,232
Eritrea,1962,40.158,1666618,380.9958433000001,ERI,232
Eritrea,1967,42.18899999999999,1820319,468.7949699,ERI,232
Eritrea,1972,44.142,2260187,514.3242081999998,ERI,232
Eritrea,1977,44.535,2512642,505.7538077,ERI,232
Eritrea,1982,43.89,2637297,524.8758493,ERI,232
Eritrea,1987,46.453,2915959,521.1341333,ERI,232
Eritrea,1992,49.99100000000001,3668440,582.8585102000002,ERI,232
Eritrea,1997,53.378,4058319,913.47079,ERI,232
Eritrea,2002,55.24,4414865,765.3500015,ERI,232
Eritrea,2007,58.04,4906585,641.3695236000002,ERI,232
Ethiopia,1952,34.078,20860941,362.1462796,ETH,231
Ethiopia,1957,36.667,22815614,378.9041632,ETH,231
Ethiopia,1962,40.059,25145372,419.4564161,ETH,231
Ethiopia,1967,42.115,27860297,516.1186438,ETH,231
Ethiopia,1972,43.515,30770372,566.2439442000001,ETH,231
Ethiopia,1977,44.51,34617799,556.8083834,ETH,231
Ethiopia,1982,44.916,38111756,577.8607471,ETH,231
Ethiopia,1987,46.684,42999530,573.7413142000001,ETH,231
Ethiopia,1992,48.091,52088559,421.3534653,ETH,231
Ethiopia,1997,49.402,59861301,515.8894013,ETH,231
Ethiopia,2002,50.725,67946797,530.0535319,ETH,231
Ethiopia,2007,52.947,76511887,690.8055759,ETH,231
Gabon,1952,37.003,420702,4293.476475,GAB,266
Gabon,1957,38.999,434904,4976.198099,GAB,266
Gabon,1962,40.489,455661,6631.459222,GAB,266
Gabon,1967,44.598,489004,8358.761987,GAB,266
Gabon,1972,48.69,537977,11401.94841,GAB,266
Gabon,1977,52.79,706367,21745.57328,GAB,266
Gabon,1982,56.56399999999999,753874,15113.36194,GAB,266
Gabon,1987,60.19,880397,11864.40844,GAB,266
Gabon,1992,61.36600000000001,985739,13522.15752,GAB,266
Gabon,1997,60.46100000000001,1126189,14722.841880000002,GAB,266
Gabon,2002,56.761,1299304,12521.71392,GAB,266
Gabon,2007,56.735,1454867,13206.48452,GAB,266
Gambia,1952,30.0,284320,485.2306591,GMB,270
Gambia,1957,32.065,323150,520.9267111,GMB,270
Gambia,1962,33.896,374020,599.650276,GMB,270
Gambia,1967,35.857,439593,734.7829124,GMB,270
Gambia,1972,38.308,517101,756.0868363,GMB,270
Gambia,1977,41.842,608274,884.7552507000001,GMB,270
Gambia,1982,45.58,715523,835.8096107999999,GMB,270
Gambia,1987,49.265,848406,611.6588611000002,GMB,270
Gambia,1992,52.644,1025384,665.6244126,GMB,270
Gambia,1997,55.861,1235767,653.7301704,GMB,270
Gambia,2002,58.041,1457766,660.5855997,GMB,270
Gambia,2007,59.448,1688359,752.7497265,GMB,270
Ghana,1952,43.149,5581001,911.2989371,GHA,288
Ghana,1957,44.779,6391288,1043.5615369999996,GHA,288
Ghana,1962,46.452,7355248,1190.041118,GHA,288
Ghana,1967,48.072,8490213,1125.69716,GHA,288
Ghana,1972,49.875,9354120,1178.223708,GHA,288
Ghana,1977,51.756,10538093,993.2239571,GHA,288
Ghana,1982,53.744,11400338,876.032569,GHA,288
Ghana,1987,55.729,14168101,847.0061135,GHA,288
Ghana,1992,57.50100000000001,16278738,925.060154,GHA,288
Ghana,1997,58.556,18418288,1005.245812,GHA,288
Ghana,2002,58.453,20550751,1111.9845779999996,GHA,288
Ghana,2007,60.022,22873338,1327.60891,GHA,288
Guinea,1952,33.609,2664249,510.1964923000001,GIN,324
Guinea,1957,34.558,2876726,576.2670245,GIN,324
Guinea,1962,35.753,3140003,686.3736739,GIN,324
Guinea,1967,37.197,3451418,708.7595409,GIN,324
Guinea,1972,38.842,3811387,741.6662307,GIN,324
Guinea,1977,40.762,4227026,874.6858642999998,GIN,324
Guinea,1982,42.89100000000001,4710497,857.2503577,GIN,324
Guinea,1987,45.552,5650262,805.5724717999999,GIN,324
Guinea,1992,48.576,6990574,794.3484384,GIN,324
Guinea,1997,51.455,8048834,869.4497667999998,GIN,324
Guinea,2002,53.676,8807818,945.5835837,GIN,324
Guinea,2007,56.007,9947814,942.6542111,GIN,324
Guinea-Bissau,1952,32.5,580653,299.850319,GNB,624
Guinea-Bissau,1957,33.489000000000004,601095,431.79045660000014,GNB,624
Guinea-Bissau,1962,34.488,627820,522.0343725,GNB,624
Guinea-Bissau,1967,35.492,601287,715.5806402000002,GNB,624
Guinea-Bissau,1972,36.486,625361,820.2245876000002,GNB,624
Guinea-Bissau,1977,37.465,745228,764.7259627999998,GNB,624
Guinea-Bissau,1982,39.327,825987,838.1239671,GNB,624
Guinea-Bissau,1987,41.245,927524,736.4153921,GNB,624
Guinea-Bissau,1992,43.26600000000001,1050938,745.5398706,GNB,624
Guinea-Bissau,1997,44.87300000000001,1193708,796.6644681,GNB,624
Guinea-Bissau,2002,45.504,1332459,575.7047176,GNB,624
Guinea-Bissau,2007,46.38800000000001,1472041,579.2317429999998,GNB,624
Kenya,1952,42.27,6464046,853.5409189999998,KEN,404
Kenya,1957,44.68600000000001,7454779,944.4383152,KEN,404
Kenya,1962,47.949,8678557,896.9663732,KEN,404
Kenya,1967,50.654,10191512,1056.736457,KEN,404
Kenya,1972,53.559,12044785,1222.359968,KEN,404
Kenya,1977,56.155,14500404,1267.613204,KEN,404
Kenya,1982,58.76600000000001,17661452,1348.225791,KEN,404
Kenya,1987,59.339,21198082,1361.936856,KEN,404
Kenya,1992,59.285,25020539,1341.9217210000004,KEN,404
Kenya,1997,54.407,28263827,1360.4850210000004,KEN,404
Kenya,2002,50.992,31386842,1287.514732,KEN,404
Kenya,2007,54.11,35610177,1463.249282,KEN,404
Lesotho,1952,42.13800000000001,748747,298.8462121,LSO,426
Lesotho,1957,45.047,813338,335.9971151000001,LSO,426
Lesotho,1962,47.747,893143,411.8006266,LSO,426
Lesotho,1967,48.492,996380,498.6390265,LSO,426
Lesotho,1972,49.767,1116779,496.5815922000001,LSO,426
Lesotho,1977,52.208,1251524,745.3695408,LSO,426
Lesotho,1982,55.078,1411807,797.2631074,LSO,426
Lesotho,1987,57.18,1599200,773.9932140999998,LSO,426
Lesotho,1992,59.685,1803195,977.4862725,LSO,426
Lesotho,1997,55.558,1982823,1186.147994,LSO,426
Lesotho,2002,44.593,2046772,1275.184575,LSO,426
Lesotho,2007,42.592,2012649,1569.331442,LSO,426
Liberia,1952,38.48,863308,575.5729961000002,LBR,430
Liberia,1957,39.486,975950,620.9699901,LBR,430
Liberia,1962,40.502,1112796,634.1951625,LBR,430
Liberia,1967,41.536,1279406,713.6036482999998,LBR,430
Liberia,1972,42.614,1482628,803.0054535,LBR,430
Liberia,1977,43.764,1703617,640.3224382999998,LBR,430
Liberia,1982,44.852,1956875,572.1995694,LBR,430
Liberia,1987,46.027,2269414,506.1138573,LBR,430
Liberia,1992,40.802,1912974,636.6229191000001,LBR,430
Liberia,1997,42.221,2200725,609.1739508,LBR,430
Liberia,2002,43.753,2814651,531.4823679,LBR,430
Liberia,2007,45.678,3193942,414.5073415,LBR,430
Libya,1952,42.723,1019729,2387.54806,LBY,434
Libya,1957,45.289,1201578,3448.284395,LBY,434
Libya,1962,47.808,1441863,6757.030816,LBY,434
Libya,1967,50.227,1759224,18772.75169,LBY,434
Libya,1972,52.773,2183877,21011.49721,LBY,434
Libya,1977,57.442,2721783,21951.21176,LBY,434
Libya,1982,62.155,3344074,17364.275380000006,LBY,434
Libya,1987,66.234,3799845,11770.5898,LBY,434
Libya,1992,68.755,4364501,9640.138501,LBY,434
Libya,1997,71.555,4759670,9467.446056,LBY,434
Libya,2002,72.737,5368585,9534.677467,LBY,434
Libya,2007,73.952,6036914,12057.49928,LBY,434
Madagascar,1952,36.681,4762912,1443.011715,MDG,450
Madagascar,1957,38.865,5181679,1589.20275,MDG,450
Madagascar,1962,40.848,5703324,1643.38711,MDG,450
Madagascar,1967,42.881,6334556,1634.047282,MDG,450
Madagascar,1972,44.851000000000006,7082430,1748.562982,MDG,450
Madagascar,1977,46.881,8007166,1544.228586,MDG,450
Madagascar,1982,48.969,9171477,1302.878658,MDG,450
Madagascar,1987,49.35,10568642,1155.441948,MDG,450
Madagascar,1992,52.214,12210395,1040.67619,MDG,450
Madagascar,1997,54.978,14165114,986.2958956,MDG,450
Madagascar,2002,57.286,16473477,894.6370822,MDG,450
Madagascar,2007,59.44300000000001,19167654,1044.770126,MDG,450
Malawi,1952,36.256,2917802,369.1650802,MWI,454
Malawi,1957,37.207,3221238,416.3698064,MWI,454
Malawi,1962,38.41,3628608,427.9010856,MWI,454
Malawi,1967,39.487,4147252,495.5147806,MWI,454
Malawi,1972,41.76600000000001,4730997,584.6219709,MWI,454
Malawi,1977,43.767,5637246,663.2236766,MWI,454
Malawi,1982,45.642,6502825,632.8039209,MWI,454
Malawi,1987,47.457,7824747,635.5173633999998,MWI,454
Malawi,1992,49.42,10014249,563.2000145,MWI,454
Malawi,1997,47.495,10419991,692.2758102999999,MWI,454
Malawi,2002,45.00899999999999,11824495,665.4231186000002,MWI,454
Malawi,2007,48.303,13327079,759.3499101,MWI,454
Mali,1952,33.685,3838168,452.3369807,MLI,466
Mali,1957,35.30699999999999,4241884,490.3821867,MLI,466
Mali,1962,36.936,4690372,496.1743428,MLI,466
Mali,1967,38.487,5212416,545.0098873,MLI,466
Mali,1972,39.977,5828158,581.3688761,MLI,466
Mali,1977,41.714,6491649,686.3952693,MLI,466
Mali,1982,43.916,6998256,618.0140640999998,MLI,466
Mali,1987,46.364,7634008,684.1715576,MLI,466
Mali,1992,48.38800000000001,8416215,739.014375,MLI,466
Mali,1997,49.903,9384984,790.2579846,MLI,466
Mali,2002,51.81800000000001,10580176,951.4097518,MLI,466
Mali,2007,54.467,12031795,1042.581557,MLI,466
Mauritania,1952,40.543,1022556,743.1159097,MRT,478
Mauritania,1957,42.338,1076852,846.1202613,MRT,478
Mauritania,1962,44.24800000000001,1146757,1055.896036,MRT,478
Mauritania,1967,46.289,1230542,1421.145193,MRT,478
Mauritania,1972,48.437,1332786,1586.851781,MRT,478
Mauritania,1977,50.852,1456688,1497.492223,MRT,478
Mauritania,1982,53.599,1622136,1481.150189,MRT,478
Mauritania,1987,56.145,1841240,1421.603576,MRT,478
Mauritania,1992,58.333,2119465,1361.369784,MRT,478
Mauritania,1997,60.43,2444741,1483.136136,MRT,478
Mauritania,2002,62.247,2828858,1579.019543,MRT,478
Mauritania,2007,64.164,3270065,1803.151496,MRT,478
Mauritius,1952,50.986,516556,1967.955707,MUS,480
Mauritius,1957,58.089,609816,2034.037981,MUS,480
Mauritius,1962,60.246,701016,2529.0674870000007,MUS,480
Mauritius,1967,61.557,789309,2475.387562,MUS,480
Mauritius,1972,62.944,851334,2575.484158,MUS,480
Mauritius,1977,64.93,913025,3710.982963,MUS,480
Mauritius,1982,66.711,992040,3688.037739,MUS,480
Mauritius,1987,68.74,1042663,4783.586903,MUS,480
Mauritius,1992,69.745,1096202,6058.253846000001,MUS,480
Mauritius,1997,70.736,1149818,7425.705295000002,MUS,480
Mauritius,2002,71.954,1200206,9021.815894,MUS,480
Mauritius,2007,72.801,1250882,10956.99112,MUS,480
Morocco,1952,42.87300000000001,9939217,1688.20357,MAR,504
Morocco,1957,45.423,11406350,1642.002314,MAR,504
Morocco,1962,47.924,13056604,1566.353493,MAR,504
Morocco,1967,50.335,14770296,1711.04477,MAR,504
Morocco,1972,52.862,16660670,1930.194975,MAR,504
Morocco,1977,55.73,18396941,2370.619976,MAR,504
Morocco,1982,59.65,20198730,2702.620356,MAR,504
Morocco,1987,62.677,22987397,2755.046991,MAR,504
Morocco,1992,65.393,25798239,2948.047252,MAR,504
Morocco,1997,67.66,28529501,2982.101858,MAR,504
Morocco,2002,69.615,31167783,3258.495584,MAR,504
Morocco,2007,71.164,33757175,3820.17523,MAR,504
Mozambique,1952,31.286,6446316,468.5260381,MOZ,508
Mozambique,1957,33.779,7038035,495.58683330000014,MOZ,508
Mozambique,1962,36.161,7788944,556.6863539,MOZ,508
Mozambique,1967,38.113,8680909,566.6691539,MOZ,508
Mozambique,1972,40.328,9809596,724.9178037,MOZ,508
Mozambique,1977,42.495,11127868,502.3197334,MOZ,508
Mozambique,1982,42.795,12587223,462.2114149,MOZ,508
Mozambique,1987,42.861,12891952,389.8761846,MOZ,508
Mozambique,1992,44.284,13160731,410.8968239,MOZ,508
Mozambique,1997,46.344,16603334,472.34607710000006,MOZ,508
Mozambique,2002,44.026,18473780,633.6179466,MOZ,508
Mozambique,2007,42.082,19951656,823.6856205,MOZ,508
Namibia,1952,41.725,485831,2423.780443,NAM,516
Namibia,1957,45.226000000000006,548080,2621.448058,NAM,516
Namibia,1962,48.386,621392,3173.215595,NAM,516
Namibia,1967,51.159,706640,3793.694753,NAM,516
Namibia,1972,53.867,821782,3746.080948,NAM,516
Namibia,1977,56.437,977026,3876.485958,NAM,516
Namibia,1982,58.968,1099010,4191.100511,NAM,516
Namibia,1987,60.835,1278184,3693.731337,NAM,516
Namibia,1992,61.999,1554253,3804.537999,NAM,516
Namibia,1997,58.909,1774766,3899.52426,NAM,516
Namibia,2002,51.479,1972153,4072.324751,NAM,516
Namibia,2007,52.90600000000001,2055080,4811.060429,NAM,516
Niger,1952,37.444,3379468,761.879376,NER,562
Niger,1957,38.598,3692184,835.5234025000002,NER,562
Niger,1962,39.487,4076008,997.7661127,NER,562
Niger,1967,40.118,4534062,1054.384891,NER,562
Niger,1972,40.546,5060262,954.2092363,NER,562
Niger,1977,41.291,5682086,808.8970727999998,NER,562
Niger,1982,42.598,6437188,909.7221354,NER,562
Niger,1987,44.555,7332638,668.3000228,NER,562
Niger,1992,47.39100000000001,8392818,581.182725,NER,562
Niger,1997,51.313,9666252,580.3052092,NER,562
Niger,2002,54.496,11140655,601.0745012,NER,562
Niger,2007,56.867,12894865,619.6768923999998,NER,562
Nigeria,1952,36.324,33119096,1077.281856,NGA,566
Nigeria,1957,37.802,37173340,1100.5925630000004,NGA,566
Nigeria,1962,39.36,41871351,1150.9274779999996,NGA,566
Nigeria,1967,41.04,47287752,1014.514104,NGA,566
Nigeria,1972,42.82100000000001,53740085,1698.388838,NGA,566
Nigeria,1977,44.514,62209173,1981.951806,NGA,566
Nigeria,1982,45.826,73039376,1576.97375,NGA,566
Nigeria,1987,46.886,81551520,1385.029563,NGA,566
Nigeria,1992,47.472,93364244,1619.848217,NGA,566
Nigeria,1997,47.464,106207839,1624.941275,NGA,566
Nigeria,2002,46.608,119901274,1615.286395,NGA,566
Nigeria,2007,46.859,135031164,2013.977305,NGA,566
Reunion,1952,52.724,257700,2718.885295,REU,638
Reunion,1957,55.09,308700,2769.451844,REU,638
Reunion,1962,57.666,358900,3173.72334,REU,638
Reunion,1967,60.542,414024,4021.175739,REU,638
Reunion,1972,64.274,461633,5047.658563,REU,638
Reunion,1977,67.064,492095,4319.804067,REU,638
Reunion,1982,69.885,517810,5267.219353,REU,638
Reunion,1987,71.913,562035,5303.377488,REU,638
Reunion,1992,73.615,622191,6101.255823,REU,638
Reunion,1997,74.77199999999998,684810,6071.941411,REU,638
Reunion,2002,75.744,743981,6316.1652,REU,638
Reunion,2007,76.442,798094,7670.122558,REU,638
Rwanda,1952,40.0,2534927,493.3238752,RWA,646
Rwanda,1957,41.5,2822082,540.2893982999999,RWA,646
Rwanda,1962,43.0,3051242,597.4730727000001,RWA,646
Rwanda,1967,44.1,3451079,510.9637142,RWA,646
Rwanda,1972,44.6,3992121,590.5806637999998,RWA,646
Rwanda,1977,45.0,4657072,670.0806011,RWA,646
Rwanda,1982,46.218,5507565,881.5706467,RWA,646
Rwanda,1987,44.02,6349365,847.991217,RWA,646
Rwanda,1992,23.599,7290203,737.0685949,RWA,646
Rwanda,1997,36.087,7212583,589.9445051,RWA,646
Rwanda,2002,43.413,7852401,785.6537647999999,RWA,646
Rwanda,2007,46.242,8860588,863.0884639000002,RWA,646
Sao Tome and Principe,1952,46.471,60011,879.5835855,STP,678
Sao Tome and Principe,1957,48.945,61325,860.7369026,STP,678
Sao Tome and Principe,1962,51.893,65345,1071.551119,STP,678
Sao Tome and Principe,1967,54.425,70787,1384.840593,STP,678
