country,year,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Brazil,2007,72.39,190010647,9065.800825,BRA,76
Canada,1952,68.75,14785584,11367.16112,CAN,124
Canada,1957,69.96,17010154,12489.95006,CAN,124
Canada,1962,71.3,18985849,13462.48555,CAN,124
Canada,1967,72.13,20819767,16076.58803,CAN,124
Canada,1972,72.88,22284500,18970.57086,CAN,124
Canada,1977,74.21,23796400,22090.88306,CAN,124
Canada,1982,75.76,25201900,22898.79214,CAN,124
Canada,1987,76.86,26549700,26626.51503,CAN,124
Canada,1992,77.95,28523502,26342.88426,CAN,124
Canada,1997,78.61,30305843,28954.92589,CAN,124
Canada,2002,79.77,31902268,33328.96507,CAN,124
Canada,2007,80.653,33390141,36319.23501,CAN,124
Chile,1952,54.745,6377619,3939.978789,CHL,152
Chile,1957,56.074,7048426,4315.622723,CHL,152
Chile,1962,57.924,7961258,4519.094331,CHL,152
Chile,1967,60.523,8858908,5106.654313,CHL,152
Chile,1972,63.441,9717524,5494.024437,CHL,152
Chile,1977,67.05199999999999,10599793,4756.763836,CHL,152
Chile,1982,70.565,11487112,5095.6657380000015,CHL,152
Chile,1987,72.492,12463354,5547.063754,CHL,152
Chile,1992,74.126,13572994,7596.125964,CHL,152
Chile,1997,75.816,14599929,10118.05318,CHL,152
Chile,2002,77.86,15497046,10778.78385,CHL,152
Chile,2007,78.553,16284741,13171.63885,CHL,152
Colombia,1952,50.643,12350771,2144.115096,COL,170
Colombia,1957,55.118,14485993,2323.805581,COL,170
Colombia,1962,57.863,17009885,2492.351109,COL,170
Colombia,1967,59.963,19764027,2678.729839,COL,170
Colombia,1972,61.62300000000001,22542890,3264.660041,COL,170
Colombia,1977,63.837,25094412,3815.80787,COL,170
Colombia,1982,66.653,27764644,4397.575659,COL,170
Colombia,1987,67.768,30964245,4903.2191,COL,170
Colombia,1992,68.421,34202721,5444.648617,COL,170
Colombia,1997,70.313,37657830,6117.361746000001,COL,170
Colombia,2002,71.682,41008227,5755.259962,COL,170
Colombia,2007,72.889,44227550,7006.580419,COL,170
Costa Rica,1952,57.206,926317,2627.0094710000008,CRI,188
Costa Rica,1957,60.026,1112300,2990.010802,CRI,188
Costa Rica,1962,62.842,1345187,3460.937025,CRI,188
Costa Rica,1967,65.42399999999999,1588717,4161.727834,CRI,188
Costa Rica,1972,67.84899999999999,1834796,5118.146939,CRI,188
Costa Rica,1977,70.75,2108457,5926.876967,CRI,188
Costa Rica,1982,73.45,2424367,5262.734751,CRI,188
Costa Rica,1987,74.752,2799811,5629.915318,CRI,188
Costa Rica,1992,75.71300000000002,3173216,6160.416317,CRI,188
Costa Rica,1997,77.26,3518107,6677.045314,CRI,188
Costa Rica,2002,78.123,3834934,7723.447195000002,CRI,188
Costa Rica,2007,78.782,4133884,9645.06142,CRI,188
Cuba,1952,59.42100000000001,6007797,5586.53878,CUB,192
Cuba,1957,62.325,6640752,6092.1743590000015,CUB,192
Cuba,1962,65.24600000000001,7254373,5180.75591,CUB,192
Cuba,1967,68.29,8139332,5690.268015,CUB,192
Cuba,1972,70.723,8831348,5305.445256,CUB,192
Cuba,1977,72.649,9537988,6380.494965999998,CUB,192
Cuba,1982,73.717,9789224,7316.918106999998,CUB,192
Cuba,1987,74.17399999999998,10239839,7532.924762999999,CUB,192
Cuba,1992,74.414,10723260,5592.843963,CUB,192
Cuba,1997,76.15100000000002,10983007,5431.990415,CUB,192
Cuba,2002,77.158,11226999,6340.646683,CUB,192
Cuba,2007,78.273,11416987,8948.102923,CUB,192
Dominican Republic,1952,45.928,2491346,1397.717137,DOM,214
Dominican Republic,1957,49.828,2923186,1544.402995,DOM,214
Dominican Republic,1962,53.459,3453434,1662.137359,DOM,214
Dominican Republic,1967,56.75100000000001,4049146,1653.7230029999996,DOM,214
Dominican Republic,1972,59.631,4671329,2189.874499,DOM,214
Dominican Republic,1977,61.788,5302800,2681.9889,DOM,214
Dominican Republic,1982,63.727,5968349,2861.092386,DOM,214
Dominican Republic,1987,66.046,6655297,2899.842175,DOM,214
Dominican Republic,1992,68.457,7351181,3044.214214,DOM,214
Dominican Republic,1997,69.957,7992357,3614.101285,DOM,214
Dominican Republic,2002,70.847,8650322,4563.808154,DOM,214
Dominican Republic,2007,72.235,9319622,6025.3747520000015,DOM,214
Ecuador,1952,48.357,3548753,3522.110717,ECU,218
Ecuador,1957,51.356,4058385,3780.546651,ECU,218
Ecuador,1962,54.64,4681707,4086.114078,ECU,218
Ecuador,1967,56.678,5432424,4579.074215,ECU,218
Ecuador,1972,58.79600000000001,6298651,5280.99471,ECU,218
Ecuador,1977,61.31,7278866,6679.62326,ECU,218
Ecuador,1982,64.342,8365850,7213.791267,ECU,218
Ecuador,1987,67.23100000000001,9545158,6481.776993,ECU,218
Ecuador,1992,69.613,10748394,7103.702595000002,ECU,218
Ecuador,1997,72.312,11911819,7429.4558769999985,ECU,218
Ecuador,2002,74.173,12921234,5773.044512,ECU,218
Ecuador,2007,74.994,13755680,6873.262326000001,ECU,218
El Salvador,1952,45.262,2042865,3048.3029,SLV,222
El Salvador,1957,48.57,2355805,3421.523218,SLV,222
El Salvador,1962,52.307,2747687,3776.803627,SLV,222
El Salvador,1967,55.855,3232927,4358.595393,SLV,222
El Salvador,1972,58.207,3790903,4520.246008,SLV,222
El Salvador,1977,56.69600000000001,4282586,5138.922374,SLV,222
El Salvador,1982,56.604,4474873,4098.344175,SLV,222
El Salvador,1987,63.154,4842194,4140.442097,SLV,222
El Salvador,1992,66.798,5274649,4444.2317,SLV,222
El Salvador,1997,69.535,5783439,5154.825496,SLV,222
El Salvador,2002,70.734,6353681,5351.568665999999,SLV,222
El Salvador,2007,71.878,6939688,5728.353514,SLV,222
Guatemala,1952,42.023,3146381,2428.2377690000008,GTM,320
Guatemala,1957,44.142,3640876,2617.155967,GTM,320
Guatemala,1962,46.95399999999999,4208858,2750.364446,GTM,320
Guatemala,1967,50.01600000000001,4690773,3242.531147,GTM,320
Guatemala,1972,53.738,5149581,4031.408271,GTM,320
Guatemala,1977,56.029,5703430,4879.992748,GTM,320
Guatemala,1982,58.137,6395630,4820.49479,GTM,320
Guatemala,1987,60.782,7326406,4246.485974,GTM,320
Guatemala,1992,63.37300000000001,8486949,4439.45084,GTM,320
Guatemala,1997,66.322,9803875,4684.313807,GTM,320
Guatemala,2002,68.97800000000001,11178650,4858.347495,GTM,320
Guatemala,2007,70.259,12572928,5186.050003,GTM,320
Haiti,1952,37.579,3201488,1840.366939,HTI,332
Haiti,1957,40.696,3507701,1726.887882,HTI,332
Haiti,1962,43.59,3880130,1796.589032,HTI,332
Haiti,1967,46.243,4318137,1452.057666,HTI,332
Haiti,1972,48.042,4698301,1654.456946,HTI,332
Haiti,1977,49.923,4908554,1874.298931,HTI,332
Haiti,1982,51.46100000000001,5198399,2011.159549,HTI,332
Haiti,1987,53.636,5756203,1823.015995,HTI,332
Haiti,1992,55.089,6326682,1456.309517,HTI,332
Haiti,1997,56.67100000000001,6913545,1341.726931,HTI,332
Haiti,2002,58.137,7607651,1270.364932,HTI,332
Haiti,2007,60.916,8502814,1201.637154,HTI,332
Honduras,1952,41.912,1517453,2194.926204,HND,340
Honduras,1957,44.665,1770390,2220.487682,HND,340
Honduras,1962,48.041,2090162,2291.156835,HND,340
Honduras,1967,50.924,2500689,2538.269358,HND,340
Honduras,1972,53.88399999999999,2965146,2529.842345,HND,340
Honduras,1977,57.402,3055235,3203.208066,HND,340
Honduras,1982,60.909,3669448,3121.7607940000007,HND,340
Honduras,1987,64.492,4372203,3023.096699,HND,340
Honduras,1992,66.399,5077347,3081.694603,HND,340
Honduras,1997,67.65899999999999,5867957,3160.454906,HND,340
Honduras,2002,68.565,6677328,3099.72866,HND,340
Honduras,2007,70.19800000000001,7483763,3548.3308460000007,HND,340
Jamaica,1952,58.53,1426095,2898.530881,JAM,388
Jamaica,1957,62.61,1535090,4756.525781,JAM,388
Jamaica,1962,65.61,1665128,5246.107524,JAM,388
Jamaica,1967,67.51,1861096,6124.703450999999,JAM,388
Jamaica,1972,69.0,1997616,7433.889293000001,JAM,388
Jamaica,1977,70.11,2156814,6650.195573,JAM,388
Jamaica,1982,71.21,2298309,6068.05135,JAM,388
Jamaica,1987,71.77,2326606,6351.237495,JAM,388
Jamaica,1992,71.766,2378618,7404.923685,JAM,388
Jamaica,1997,72.262,2531311,7121.924704000001,JAM,388
Jamaica,2002,72.047,2664659,6994.774861,JAM,388
Jamaica,2007,72.567,2780132,7320.8802620000015,JAM,388
Mexico,1952,50.789,30144317,3478.125529,MEX,484
Mexico,1957,55.19,35015548,4131.546641,MEX,484
Mexico,1962,58.299,41121485,4581.609385,MEX,484
Mexico,1967,60.11,47995559,5754.733883,MEX,484
Mexico,1972,62.361,55984294,6809.406690000002,MEX,484
Mexico,1977,65.032,63759976,7674.929108,MEX,484
Mexico,1982,67.405,71640904,9611.147541,MEX,484
Mexico,1987,69.498,80122492,8688.156003,MEX,484
Mexico,1992,71.455,88111030,9472.384295,MEX,484
Mexico,1997,73.67,95895146,9767.29753,MEX,484
Mexico,2002,74.902,102479927,10742.44053,MEX,484
Mexico,2007,76.195,108700891,11977.57496,MEX,484
Nicaragua,1952,42.31399999999999,1165790,3112.363948,NIC,558
Nicaragua,1957,45.432,1358828,3457.415947,NIC,558
Nicaragua,1962,48.632,1590597,3634.364406,NIC,558
Nicaragua,1967,51.88399999999999,1865490,4643.393534000002,NIC,558
Nicaragua,1972,55.151,2182908,4688.593267,NIC,558
Nicaragua,1977,57.47,2554598,5486.371089,NIC,558
Nicaragua,1982,59.298,2979423,3470.3381560000007,NIC,558
Nicaragua,1987,62.008,3344353,2955.984375,NIC,558
Nicaragua,1992,65.843,4017939,2170.151724,NIC,558
Nicaragua,1997,68.426,4609572,2253.023004,NIC,558
Nicaragua,2002,70.836,5146848,2474.548819,NIC,558
Nicaragua,2007,72.899,5675356,2749.320965,NIC,558
Panama,1952,55.191,940080,2480.380334,PAN,591
Panama,1957,59.201,1063506,2961.800905,PAN,591
Panama,1962,61.817,1215725,3536.540301,PAN,591
Panama,1967,64.071,1405486,4421.009084,PAN,591
Panama,1972,66.21600000000001,1616384,5364.249663000001,PAN,591
Panama,1977,68.681,1839782,5351.912144,PAN,591
Panama,1982,70.472,2036305,7009.601598,PAN,591
Panama,1987,71.523,2253639,7034.779161,PAN,591
Panama,1992,72.462,2484997,6618.74305,PAN,591
Panama,1997,73.738,2734531,7113.692252,PAN,591
Panama,2002,74.712,2990875,7356.0319340000015,PAN,591
Panama,2007,75.53699999999998,3242173,9809.185636,PAN,591
Paraguay,1952,62.649,1555876,1952.308701,PRY,600
Paraguay,1957,63.19600000000001,1770902,2046.154706,PRY,600
Paraguay,1962,64.361,2009813,2148.027146,PRY,600
Paraguay,1967,64.95100000000001,2287985,2299.376311,PRY,600
Paraguay,1972,65.815,2614104,2523.337977,PRY,600
Paraguay,1977,66.35300000000001,2984494,3248.373311,PRY,600
Paraguay,1982,66.874,3366439,4258.503604,PRY,600
Paraguay,1987,67.378,3886512,3998.875695,PRY,600
Paraguay,1992,68.225,4483945,4196.411078,PRY,600
Paraguay,1997,69.4,5154123,4247.400261,PRY,600
Paraguay,2002,70.755,5884491,3783.674243,PRY,600
Paraguay,2007,71.752,6667147,4172.838464,PRY,600
Peru,1952,43.902,8025700,3758.523437,PER,604
Peru,1957,46.26300000000001,9146100,4245.256697999999,PER,604
Peru,1962,49.096,10516500,4957.037982,PER,604
Peru,1967,51.445,12132200,5788.09333,PER,604
Peru,1972,55.448,13954700,5937.827283,PER,604
Peru,1977,58.447,15990099,6281.290854999998,PER,604
Peru,1982,61.40600000000001,18125129,6434.501797,PER,604
Peru,1987,64.134,20195924,6360.943444,PER,604
Peru,1992,66.458,22430449,4446.380924,PER,604
Peru,1997,68.38600000000001,24748122,5838.347657,PER,604
Peru,2002,69.906,26769436,5909.020073,PER,604
Peru,2007,71.421,28674757,7408.905561,PER,604
Puerto Rico,1952,64.28,2227000,3081.959785,PRI,630
Puerto Rico,1957,68.54,2260000,3907.156189,PRI,630
Puerto Rico,1962,69.62,2448046,5108.34463,PRI,630
Puerto Rico,1967,71.1,2648961,6929.277714,PRI,630
Puerto Rico,1972,72.16,2847132,9123.041742,PRI,630
Puerto Rico,1977,73.44,3080828,9770.524921,PRI,630
Puerto Rico,1982,73.75,3279001,10330.98915,PRI,630
Puerto Rico,1987,74.63,3444468,12281.34191,PRI,630
Puerto Rico,1992,73.911,3585176,14641.58711,PRI,630
Puerto Rico,1997,74.917,3759430,16999.4333,PRI,630
Puerto Rico,2002,77.778,3859606,18855.60618,PRI,630
Puerto Rico,2007,78.74600000000002,3942491,19328.70901,PRI,630
Trinidad and Tobago,1952,59.1,662850,3023.271928,TTO,780
Trinidad and Tobago,1957,61.8,764900,4100.3934,TTO,780
Trinidad and Tobago,1962,64.9,887498,4997.523971000001,TTO,780
Trinidad and Tobago,1967,65.4,960155,5621.368472,TTO,780
Trinidad and Tobago,1972,65.9,975199,6619.551418999999,TTO,780
Trinidad and Tobago,1977,68.3,1039009,7899.554209000001,TTO,780
Trinidad and Tobago,1982,68.832,1116479,9119.528607,TTO,780
Trinidad and Tobago,1987,69.582,1191336,7388.597823,TTO,780
Trinidad and Tobago,1992,69.862,1183669,7370.990932,TTO,780
Trinidad and Tobago,1997,69.465,1138101,8792.573126000001,TTO,780
Trinidad and Tobago,2002,68.976,1101832,11460.60023,TTO,780
Trinidad and Tobago,2007,69.819,1056608,18008.50924,TTO,780
United States,1952,68.44,157553000,13990.482080000002,USA,840
United States,1957,69.49,171984000,14847.12712,USA,840
United States,1962,70.21,186538000,16173.14586,USA,840
United States,1967,70.76,198712000,19530.36557,USA,840
United States,1972,71.34,209896000,21806.03594,USA,840
United States,1977,73.38,220239000,24072.63213,USA,840
United States,1982,74.65,232187835,25009.55914,USA,840
United States,1987,75.02,242803533,29884.350410000006,USA,840
United States,1992,76.09,256894189,32003.93224,USA,840
United States,1997,76.81,272911760,35767.43303,USA,840
United States,2002,77.31,287675526,39097.09955,USA,840
United States,2007,78.242,301139947,42951.65309,USA,840
Uruguay,1952,66.071,2252965,5716.766744,URY,858
Uruguay,1957,67.044,2424959,6150.772969,URY,858
Uruguay,1962,68.253,2598466,5603.357717,URY,858
Uruguay,1967,68.468,2748579,5444.61962,URY,858
Uruguay,1972,68.673,2829526,5703.408898,URY,858
Uruguay,1977,69.48100000000001,2873520,6504.339663000002,URY,858
Uruguay,1982,70.805,2953997,6920.223051000001,URY,858
Uruguay,1987,71.918,3045153,7452.398969,URY,858
Uruguay,1992,72.752,3149262,8137.004775,URY,858
Uruguay,1997,74.223,3262838,9230.240708,URY,858
Uruguay,2002,75.307,3363085,7727.002004000001,URY,858
Uruguay,2007,76.384,3447496,10611.46299,URY,858
Venezuela,1952,55.088,5439568,7689.799761,VEN,862
Venezuela,1957,57.907,6702668,9802.466526,VEN,862
Venezuela,1962,60.77,8143375,8422.974165000001,VEN,862
Venezuela,1967,63.479,9709552,9541.474188,VEN,862
Venezuela,1972,65.712,11515649,10505.25966,VEN,862
Venezuela,1977,67.456,13503563,13143.95095,VEN,862
Venezuela,1982,68.557,15620766,11152.41011,VEN,862
Venezuela,1987,70.19,17910182,9883.584648,VEN,862
Venezuela,1992,71.15,20265563,10733.92631,VEN,862
Venezuela,1997,72.146,22374398,10165.49518,VEN,862
Venezuela,2002,72.766,24287670,8605.047831,VEN,862
Venezuela,2007,73.747,26084662,11415.80569,VEN,862
